"region"	"year"	"month"	"day"	"total_deaths"
"Zamora Chinchipe"	2019	4	3	0
"Zamora Chinchipe"	2019	4	4	1
"Zamora Chinchipe"	2019	4	5	2
"Zamora Chinchipe"	2019	4	6	1
"Zamora Chinchipe"	2019	4	7	1
"Zamora Chinchipe"	2019	4	8	0
"Zamora Chinchipe"	2019	4	9	0
"Zamora Chinchipe"	2019	4	10	0
"Zamora Chinchipe"	2019	4	11	0
"Zamora Chinchipe"	2019	4	12	0
"Zamora Chinchipe"	2019	4	13	1
"Zamora Chinchipe"	2019	4	14	2
"Zamora Chinchipe"	2019	4	15	0
"Zamora Chinchipe"	2019	4	16	0
"Zamora Chinchipe"	2019	4	17	1
"Zamora Chinchipe"	2019	4	18	1
"Zamora Chinchipe"	2019	4	19	0
"Zamora Chinchipe"	2019	4	20	0
"Zamora Chinchipe"	2019	4	21	1
"Zamora Chinchipe"	2019	4	22	1
"Zamora Chinchipe"	2019	4	23	2
"Zamora Chinchipe"	2019	4	24	1
"Zamora Chinchipe"	2019	4	25	0
"Zamora Chinchipe"	2019	4	26	0
"Zamora Chinchipe"	2019	4	27	1
"Zamora Chinchipe"	2019	4	28	1
"Zamora Chinchipe"	2019	4	29	1
"Zamora Chinchipe"	2019	4	30	0
"Zamora Chinchipe"	2019	5	1	0
"Zamora Chinchipe"	2019	5	2	0
"Zamora Chinchipe"	2019	5	3	0
"Zamora Chinchipe"	2019	5	4	1
"Zamora Chinchipe"	2019	5	5	0
"Zamora Chinchipe"	2019	5	6	1
"Zamora Chinchipe"	2019	5	7	1
"Zamora Chinchipe"	2019	5	8	2
"Zamora Chinchipe"	2019	5	9	0
"Zamora Chinchipe"	2019	5	10	1
"Zamora Chinchipe"	2019	5	11	1
"Zamora Chinchipe"	2019	5	12	0
"Zamora Chinchipe"	2019	5	13	1
"Zamora Chinchipe"	2019	5	14	0
"Zamora Chinchipe"	2019	5	15	0
"Zamora Chinchipe"	2019	5	16	0
"Zamora Chinchipe"	2019	5	17	1
"Zamora Chinchipe"	2019	5	18	0
"Zamora Chinchipe"	2019	5	19	0
"Zamora Chinchipe"	2019	5	20	0
"Zamora Chinchipe"	2019	5	21	0
"Zamora Chinchipe"	2019	5	22	0
"Zamora Chinchipe"	2019	5	23	0
"Zamora Chinchipe"	2019	5	24	0
"Zamora Chinchipe"	2019	5	25	2
"Zamora Chinchipe"	2019	5	26	0
"Zamora Chinchipe"	2019	5	27	0
"Zamora Chinchipe"	2019	5	28	0
"Zamora Chinchipe"	2019	5	29	0
"Zamora Chinchipe"	2019	5	30	0
"Zamora Chinchipe"	2019	5	31	0
"Zamora Chinchipe"	2019	6	1	1
"Zamora Chinchipe"	2019	6	2	1
"Zamora Chinchipe"	2019	6	3	1
"Zamora Chinchipe"	2019	6	4	1
"Zamora Chinchipe"	2019	6	5	1
"Zamora Chinchipe"	2019	6	6	1
"Zamora Chinchipe"	2019	6	7	0
"Zamora Chinchipe"	2019	6	8	0
"Zamora Chinchipe"	2019	6	9	0
"Zamora Chinchipe"	2019	6	10	1
"Zamora Chinchipe"	2019	6	11	1
"Zamora Chinchipe"	2019	6	12	1
"Zamora Chinchipe"	2019	6	13	0
"Zamora Chinchipe"	2019	6	14	1
"Zamora Chinchipe"	2019	6	15	1
"Zamora Chinchipe"	2019	6	16	0
"Zamora Chinchipe"	2019	6	17	1
"Zamora Chinchipe"	2019	6	18	0
"Zamora Chinchipe"	2019	6	19	2
"Zamora Chinchipe"	2019	6	20	0
"Zamora Chinchipe"	2019	6	21	0
"Zamora Chinchipe"	2019	6	22	4
"Zamora Chinchipe"	2019	6	23	1
"Zamora Chinchipe"	2019	6	24	0
"Zamora Chinchipe"	2019	6	25	1
"Zamora Chinchipe"	2019	6	26	3
"Zamora Chinchipe"	2019	6	27	0
"Zamora Chinchipe"	2019	6	28	0
"Zamora Chinchipe"	2019	6	29	0
"Zamora Chinchipe"	2019	6	30	2
"Zamora Chinchipe"	2019	7	1	0
"Zamora Chinchipe"	2019	7	2	2
"Zamora Chinchipe"	2019	7	3	0
"Zamora Chinchipe"	2019	7	4	0
"Zamora Chinchipe"	2019	7	5	2
"Zamora Chinchipe"	2019	7	6	1
"Zamora Chinchipe"	2019	7	7	0
"Zamora Chinchipe"	2019	7	8	0
"Zamora Chinchipe"	2019	7	9	0
"Zamora Chinchipe"	2019	7	10	0
"Zamora Chinchipe"	2019	7	11	0
"Zamora Chinchipe"	2019	7	12	0
"Zamora Chinchipe"	2019	7	13	0
"Zamora Chinchipe"	2019	7	14	0
"Zamora Chinchipe"	2019	7	15	1
"Zamora Chinchipe"	2019	7	16	1
"Zamora Chinchipe"	2019	7	17	0
"Zamora Chinchipe"	2019	7	18	0
"Zamora Chinchipe"	2019	7	19	1
"Zamora Chinchipe"	2019	7	20	3
"Zamora Chinchipe"	2019	7	21	0
"Zamora Chinchipe"	2019	7	22	0
"Zamora Chinchipe"	2019	7	23	1
"Zamora Chinchipe"	2019	7	24	1
"Zamora Chinchipe"	2019	7	25	0
"Zamora Chinchipe"	2019	7	26	2
"Zamora Chinchipe"	2019	7	27	0
"Zamora Chinchipe"	2019	7	28	1
"Zamora Chinchipe"	2019	7	29	0
"Zamora Chinchipe"	2019	7	30	0
"Zamora Chinchipe"	2019	7	31	0
"Zamora Chinchipe"	2019	8	1	0
"Zamora Chinchipe"	2019	8	2	0
"Zamora Chinchipe"	2019	8	3	2
"Zamora Chinchipe"	2019	8	4	0
"Zamora Chinchipe"	2019	8	5	1
"Zamora Chinchipe"	2019	8	6	1
"Zamora Chinchipe"	2019	8	7	0
"Zamora Chinchipe"	2019	8	8	1
"Zamora Chinchipe"	2019	8	9	0
"Zamora Chinchipe"	2019	8	10	0
"Zamora Chinchipe"	2019	8	11	1
"Zamora Chinchipe"	2019	8	12	1
"Zamora Chinchipe"	2019	8	13	0
"Zamora Chinchipe"	2019	8	14	0
"Zamora Chinchipe"	2019	8	15	0
"Zamora Chinchipe"	2019	8	16	0
"Zamora Chinchipe"	2019	8	17	1
"Zamora Chinchipe"	2019	8	18	3
"Zamora Chinchipe"	2019	8	19	0
"Zamora Chinchipe"	2019	8	20	1
"Zamora Chinchipe"	2019	8	21	0
"Zamora Chinchipe"	2019	8	22	2
"Zamora Chinchipe"	2019	8	23	0
"Zamora Chinchipe"	2019	8	24	1
"Zamora Chinchipe"	2019	8	25	0
"Zamora Chinchipe"	2019	8	26	1
"Zamora Chinchipe"	2019	8	27	1
"Zamora Chinchipe"	2019	8	28	1
"Zamora Chinchipe"	2019	8	29	0
"Zamora Chinchipe"	2019	8	30	2
"Zamora Chinchipe"	2019	8	31	0
"Zamora Chinchipe"	2019	9	1	0
"Zamora Chinchipe"	2019	9	2	0
"Zamora Chinchipe"	2019	9	3	1
"Zamora Chinchipe"	2019	9	4	1
"Zamora Chinchipe"	2019	9	5	0
"Zamora Chinchipe"	2019	9	6	2
"Zamora Chinchipe"	2019	9	7	3
"Zamora Chinchipe"	2019	9	8	0
"Zamora Chinchipe"	2019	9	9	0
"Zamora Chinchipe"	2019	9	10	0
"Zamora Chinchipe"	2019	9	11	0
"Zamora Chinchipe"	2019	9	12	3
"Zamora Chinchipe"	2019	9	13	0
"Zamora Chinchipe"	2019	9	14	1
"Zamora Chinchipe"	2019	9	15	1
"Zamora Chinchipe"	2019	9	16	0
"Zamora Chinchipe"	2019	9	17	2
"Zamora Chinchipe"	2019	9	18	0
"Zamora Chinchipe"	2019	9	19	0
"Zamora Chinchipe"	2019	9	20	2
"Zamora Chinchipe"	2019	9	21	1
"Zamora Chinchipe"	2019	9	22	0
"Zamora Chinchipe"	2019	9	23	0
"Zamora Chinchipe"	2019	9	24	0
"Zamora Chinchipe"	2019	9	25	0
"Zamora Chinchipe"	2019	9	26	1
"Zamora Chinchipe"	2019	9	27	1
"Zamora Chinchipe"	2019	9	28	0
"Zamora Chinchipe"	2019	9	29	1
"Zamora Chinchipe"	2019	9	30	0
"Zamora Chinchipe"	2019	10	1	1
"Zamora Chinchipe"	2019	10	2	3
"Zamora Chinchipe"	2019	10	3	0
"Zamora Chinchipe"	2019	10	4	3
"Zamora Chinchipe"	2019	10	5	1
"Zamora Chinchipe"	2019	10	6	0
"Zamora Chinchipe"	2019	10	7	0
"Zamora Chinchipe"	2019	10	8	0
"Zamora Chinchipe"	2019	10	9	0
"Zamora Chinchipe"	2019	10	10	1
"Zamora Chinchipe"	2019	10	11	1
"Zamora Chinchipe"	2019	10	12	0
"Zamora Chinchipe"	2019	10	13	2
"Zamora Chinchipe"	2019	10	14	0
"Zamora Chinchipe"	2019	10	15	0
"Zamora Chinchipe"	2019	10	16	0
"Zamora Chinchipe"	2019	10	17	0
"Zamora Chinchipe"	2019	10	18	1
"Zamora Chinchipe"	2019	10	19	0
"Zamora Chinchipe"	2019	10	20	3
"Zamora Chinchipe"	2019	10	21	0
"Zamora Chinchipe"	2019	10	22	0
"Zamora Chinchipe"	2019	10	23	0
"Zamora Chinchipe"	2019	10	24	1
"Zamora Chinchipe"	2019	10	25	1
"Zamora Chinchipe"	2019	10	26	1
"Zamora Chinchipe"	2019	10	27	1
"Zamora Chinchipe"	2019	10	28	3
"Zamora Chinchipe"	2019	10	29	2
"Zamora Chinchipe"	2019	10	30	1
"Zamora Chinchipe"	2019	10	31	1
"Zamora Chinchipe"	2019	11	1	0
"Zamora Chinchipe"	2019	11	2	0
"Zamora Chinchipe"	2019	11	3	2
"Zamora Chinchipe"	2019	11	4	0
"Zamora Chinchipe"	2019	11	5	3
"Zamora Chinchipe"	2019	11	6	1
"Zamora Chinchipe"	2019	11	7	0
"Zamora Chinchipe"	2019	11	8	2
"Zamora Chinchipe"	2019	11	9	1
"Zamora Chinchipe"	2019	11	10	0
"Zamora Chinchipe"	2019	11	11	3
"Zamora Chinchipe"	2019	11	12	3
"Zamora Chinchipe"	2019	11	13	2
"Zamora Chinchipe"	2019	11	14	1
"Zamora Chinchipe"	2019	11	15	0
"Zamora Chinchipe"	2019	11	16	1
"Zamora Chinchipe"	2019	11	17	2
"Zamora Chinchipe"	2019	11	18	3
"Zamora Chinchipe"	2019	11	19	0
"Zamora Chinchipe"	2019	11	20	3
"Zamora Chinchipe"	2019	11	21	2
"Zamora Chinchipe"	2019	11	22	1
"Zamora Chinchipe"	2019	11	23	0
"Zamora Chinchipe"	2019	11	24	0
"Zamora Chinchipe"	2019	11	25	0
"Zamora Chinchipe"	2019	11	26	0
"Zamora Chinchipe"	2019	11	27	0
"Zamora Chinchipe"	2019	11	28	1
"Zamora Chinchipe"	2019	11	29	0
"Zamora Chinchipe"	2019	11	30	0
"Zamora Chinchipe"	2019	12	1	0
"Zamora Chinchipe"	2019	12	2	1
"Zamora Chinchipe"	2019	12	3	0
"Zamora Chinchipe"	2019	12	4	1
"Zamora Chinchipe"	2019	12	5	3
"Zamora Chinchipe"	2019	12	6	0
"Zamora Chinchipe"	2019	12	7	1
"Zamora Chinchipe"	2019	12	8	1
"Zamora Chinchipe"	2019	12	9	0
"Zamora Chinchipe"	2019	12	10	0
"Zamora Chinchipe"	2019	12	11	1
"Zamora Chinchipe"	2019	12	12	0
"Zamora Chinchipe"	2019	12	13	0
"Zamora Chinchipe"	2019	12	14	1
"Zamora Chinchipe"	2019	12	15	0
"Zamora Chinchipe"	2019	12	16	0
"Zamora Chinchipe"	2019	12	17	0
"Zamora Chinchipe"	2019	12	18	5
"Zamora Chinchipe"	2019	12	19	0
"Zamora Chinchipe"	2019	12	20	0
"Zamora Chinchipe"	2019	12	21	1
"Zamora Chinchipe"	2019	12	22	0
"Zamora Chinchipe"	2019	12	23	0
"Zamora Chinchipe"	2019	12	24	1
"Zamora Chinchipe"	2019	12	25	0
"Zamora Chinchipe"	2019	12	26	0
"Zamora Chinchipe"	2019	12	27	0
"Zamora Chinchipe"	2019	12	28	0
"Zamora Chinchipe"	2019	12	29	0
"Zamora Chinchipe"	2019	12	30	0
"Zamora Chinchipe"	2019	12	31	0
"Ecuador"	2019	1	1	245
"Ecuador"	2019	1	2	234
"Ecuador"	2019	1	3	206
"Ecuador"	2019	1	4	218
"Ecuador"	2019	1	5	202
"Ecuador"	2019	1	6	222
"Ecuador"	2019	1	7	223
"Ecuador"	2019	1	8	204
"Ecuador"	2019	1	9	217
"Ecuador"	2019	1	10	230
"Ecuador"	2019	1	11	258
"Ecuador"	2019	1	12	201
"Ecuador"	2019	1	13	201
"Ecuador"	2019	1	14	211
"Ecuador"	2019	1	15	208
"Ecuador"	2019	1	16	215
"Ecuador"	2019	1	17	190
"Ecuador"	2019	1	18	242
"Ecuador"	2019	1	19	209
"Ecuador"	2019	1	20	224
"Ecuador"	2019	1	21	237
"Ecuador"	2019	1	22	227
"Ecuador"	2019	1	23	218
"Ecuador"	2019	1	24	188
"Ecuador"	2019	1	25	219
"Ecuador"	2019	1	26	230
"Ecuador"	2019	1	27	209
"Ecuador"	2019	1	28	190
"Ecuador"	2019	1	29	234
"Ecuador"	2019	1	30	193
"Ecuador"	2019	1	31	201
"Ecuador"	2019	2	1	204
"Ecuador"	2019	2	2	221
"Ecuador"	2019	2	3	235
"Ecuador"	2019	2	4	263
"Ecuador"	2019	2	5	216
"Ecuador"	2019	2	6	229
"Ecuador"	2019	2	7	199
"Ecuador"	2019	2	8	190
"Ecuador"	2019	2	9	220
"Ecuador"	2019	2	10	212
"Ecuador"	2019	2	11	217
"Ecuador"	2019	2	12	190
"Ecuador"	2019	2	13	239
"Ecuador"	2019	2	14	186
"Ecuador"	2019	2	15	215
"Ecuador"	2019	2	16	207
"Ecuador"	2019	2	17	221
"Ecuador"	2019	2	18	229
"Ecuador"	2019	2	19	215
"Ecuador"	2019	2	20	194
"Ecuador"	2019	2	21	196
"Ecuador"	2019	2	22	181
"Ecuador"	2019	2	23	230
"Ecuador"	2019	2	24	196
"Ecuador"	2019	2	25	231
"Ecuador"	2019	2	26	222
"Ecuador"	2019	2	27	205
"Ecuador"	2019	2	28	167
"Ecuador"	2019	3	1	212
"Ecuador"	2019	3	2	204
"Ecuador"	2019	3	3	226
"Ecuador"	2019	3	4	224
"Ecuador"	2019	3	5	223
"Ecuador"	2019	3	6	222
"Ecuador"	2019	3	7	212
"Ecuador"	2019	3	8	215
"Ecuador"	2019	3	9	201
"Ecuador"	2019	3	10	216
"Ecuador"	2019	3	11	216
"Ecuador"	2019	3	12	237
"Ecuador"	2019	3	13	213
"Ecuador"	2019	3	14	187
"Ecuador"	2019	3	15	196
"Ecuador"	2019	3	16	220
"Ecuador"	2019	3	17	236
"Ecuador"	2019	3	18	218
"Ecuador"	2019	3	19	190
"Ecuador"	2019	3	20	254
"Ecuador"	2019	3	21	216
"Ecuador"	2019	3	22	220
"Ecuador"	2019	3	23	176
"Ecuador"	2019	3	24	206
"Ecuador"	2019	3	25	222
"Ecuador"	2019	3	26	198
"Ecuador"	2019	3	27	197
"Ecuador"	2019	3	28	206
"Ecuador"	2019	3	29	186
"Ecuador"	2019	3	30	209
"Ecuador"	2019	3	31	212
"Ecuador"	2019	4	1	197
"Ecuador"	2019	4	2	218
"Ecuador"	2019	4	3	219
"Ecuador"	2019	4	4	203
"Ecuador"	2019	4	5	194
"Ecuador"	2019	4	6	230
"Ecuador"	2019	4	7	204
"Ecuador"	2019	4	8	210
"Ecuador"	2019	4	9	176
"Ecuador"	2019	4	10	194
"Ecuador"	2019	4	11	193
"Ecuador"	2019	4	12	195
"Ecuador"	2019	4	13	194
"Ecuador"	2019	4	14	227
"Ecuador"	2019	4	15	219
"Ecuador"	2019	4	16	202
"Ecuador"	2019	4	17	192
"Ecuador"	2019	4	18	217
"Ecuador"	2019	4	19	203
"Ecuador"	2019	4	20	183
"Ecuador"	2019	4	21	201
"Ecuador"	2019	4	22	235
"Ecuador"	2019	4	23	216
"Ecuador"	2019	4	24	180
"Ecuador"	2019	4	25	199
"Ecuador"	2019	4	26	226
"Ecuador"	2019	4	27	194
"Ecuador"	2019	4	28	200
"Ecuador"	2019	4	29	208
"Ecuador"	2019	4	30	230
"Ecuador"	2019	5	1	201
"Ecuador"	2019	5	2	191
"Ecuador"	2019	5	3	173
"Ecuador"	2019	5	4	178
"Ecuador"	2019	5	5	233
"Ecuador"	2019	5	6	196
"Ecuador"	2019	5	7	170
"Ecuador"	2019	5	8	203
"Ecuador"	2019	5	9	170
"Ecuador"	2019	5	10	156
"Ecuador"	2019	5	11	205
"Ecuador"	2019	5	12	215
"Ecuador"	2019	5	13	171
"Ecuador"	2019	5	14	199
"Ecuador"	2019	5	15	183
"Ecuador"	2019	5	16	207
"Ecuador"	2019	5	17	176
"Ecuador"	2019	5	18	208
"Ecuador"	2019	5	19	211
"Ecuador"	2019	5	20	220
"Ecuador"	2019	5	21	192
"Ecuador"	2019	5	22	164
"Ecuador"	2019	5	23	213
"Ecuador"	2019	5	24	211
"Ecuador"	2019	5	25	170
"Ecuador"	2019	5	26	179
"Ecuador"	2019	5	27	180
"Ecuador"	2019	5	28	187
"Ecuador"	2019	5	29	219
"Ecuador"	2019	5	30	184
"Ecuador"	2019	5	31	195
"Ecuador"	2019	6	1	211
"Ecuador"	2019	6	2	194
"Ecuador"	2019	6	3	178
"Ecuador"	2019	6	4	192
"Ecuador"	2019	6	5	166
"Ecuador"	2019	6	6	213
"Ecuador"	2019	6	7	197
"Ecuador"	2019	6	8	221
"Ecuador"	2019	6	9	183
"Ecuador"	2019	6	10	188
"Ecuador"	2019	6	11	212
"Ecuador"	2019	6	12	194
"Ecuador"	2019	6	13	181
"Ecuador"	2019	6	14	179
"Ecuador"	2019	6	15	183
"Ecuador"	2019	6	16	237
"Ecuador"	2019	6	17	219
"Ecuador"	2019	6	18	190
"Ecuador"	2019	6	19	203
"Ecuador"	2019	6	20	192
"Ecuador"	2019	6	21	178
"Ecuador"	2019	6	22	209
"Ecuador"	2019	6	23	194
"Ecuador"	2019	6	24	178
"Ecuador"	2019	6	25	184
"Ecuador"	2019	6	26	211
"Ecuador"	2019	6	27	188
"Ecuador"	2019	6	28	209
"Ecuador"	2019	6	29	207
"Ecuador"	2019	6	30	200
"Ecuador"	2019	7	1	224
"Ecuador"	2019	7	2	201
"Ecuador"	2019	7	3	221
"Ecuador"	2019	7	4	198
"Ecuador"	2019	7	5	192
"Ecuador"	2019	7	6	198
"Ecuador"	2019	7	7	207
"Ecuador"	2019	7	8	191
"Ecuador"	2019	7	9	189
"Ecuador"	2019	7	10	175
"Ecuador"	2019	7	11	167
"Ecuador"	2019	7	12	188
"Ecuador"	2019	7	13	193
"Ecuador"	2019	7	14	205
"Ecuador"	2019	7	15	219
"Ecuador"	2019	7	16	165
"Ecuador"	2019	7	17	199
"Ecuador"	2019	7	18	208
"Ecuador"	2019	7	19	208
"Ecuador"	2019	7	20	210
"Ecuador"	2019	7	21	195
"Ecuador"	2019	7	22	202
"Ecuador"	2019	7	23	197
"Ecuador"	2019	7	24	189
"Ecuador"	2019	7	25	185
"Ecuador"	2019	7	26	199
"Ecuador"	2019	7	27	202
"Ecuador"	2019	7	28	191
"Ecuador"	2019	7	29	198
"Ecuador"	2019	7	30	175
"Ecuador"	2019	7	31	187
"Ecuador"	2019	8	1	195
"Ecuador"	2019	8	2	187
"Ecuador"	2019	8	3	204
"Ecuador"	2019	8	4	226
"Ecuador"	2019	8	5	200
"Ecuador"	2019	8	6	179
"Ecuador"	2019	8	7	211
"Ecuador"	2019	8	8	205
"Ecuador"	2019	8	9	186
"Ecuador"	2019	8	10	216
"Ecuador"	2019	8	11	210
"Ecuador"	2019	8	12	196
"Ecuador"	2019	8	13	203
"Ecuador"	2019	8	14	196
"Ecuador"	2019	8	15	198
"Ecuador"	2019	8	16	221
"Ecuador"	2019	8	17	196
"Ecuador"	2019	8	18	226
"Ecuador"	2019	8	19	209
"Ecuador"	2019	8	20	200
"Ecuador"	2019	8	21	192
"Ecuador"	2019	8	22	195
"Ecuador"	2019	8	23	198
"Ecuador"	2019	8	24	198
"Ecuador"	2019	8	25	207
"Ecuador"	2019	8	26	220
"Ecuador"	2019	8	27	206
"Ecuador"	2019	8	28	224
"Ecuador"	2019	8	29	164
"Ecuador"	2019	8	30	206
"Ecuador"	2019	8	31	171
"Ecuador"	2019	9	1	253
"Ecuador"	2019	9	2	194
"Ecuador"	2019	9	3	215
"Ecuador"	2019	9	4	215
"Ecuador"	2019	9	5	207
"Ecuador"	2019	9	6	213
"Ecuador"	2019	9	7	207
"Ecuador"	2019	9	8	246
"Ecuador"	2019	9	9	198
"Ecuador"	2019	9	10	214
"Ecuador"	2019	9	11	220
"Ecuador"	2019	9	12	192
"Ecuador"	2019	9	13	216
"Ecuador"	2019	9	14	206
"Ecuador"	2019	9	15	201
"Ecuador"	2019	9	16	198
"Ecuador"	2019	9	17	194
"Ecuador"	2019	9	18	179
"Ecuador"	2019	9	19	210
"Ecuador"	2019	9	20	201
"Ecuador"	2019	9	21	186
"Ecuador"	2019	9	22	234
"Ecuador"	2019	9	23	192
"Ecuador"	2019	9	24	185
"Ecuador"	2019	9	25	206
"Ecuador"	2019	9	26	182
"Ecuador"	2019	9	27	222
"Ecuador"	2019	9	28	214
"Ecuador"	2019	9	29	197
"Ecuador"	2019	9	30	197
"Ecuador"	2019	10	1	184
"Ecuador"	2019	10	2	196
"Ecuador"	2019	10	3	186
"Ecuador"	2019	10	4	176
"Ecuador"	2019	10	5	195
"Ecuador"	2019	10	6	191
"Ecuador"	2019	10	7	207
"Ecuador"	2019	10	8	180
"Ecuador"	2019	10	9	198
"Ecuador"	2019	10	10	158
"Ecuador"	2019	10	11	209
"Ecuador"	2019	10	12	207
"Ecuador"	2019	10	13	190
"Ecuador"	2019	10	14	179
"Ecuador"	2019	10	15	216
"Ecuador"	2019	10	16	178
"Ecuador"	2019	10	17	211
"Ecuador"	2019	10	18	209
"Ecuador"	2019	10	19	189
"Ecuador"	2019	10	20	189
"Ecuador"	2019	10	21	177
"Ecuador"	2019	10	22	199
"Ecuador"	2019	10	23	190
"Ecuador"	2019	10	24	191
"Ecuador"	2019	10	25	181
"Ecuador"	2019	10	26	170
"Ecuador"	2019	10	27	198
"Ecuador"	2019	10	28	211
"Ecuador"	2019	10	29	216
"Ecuador"	2019	10	30	185
"Ecuador"	2019	10	31	210
"Ecuador"	2019	11	1	189
"Ecuador"	2019	11	2	208
"Ecuador"	2019	11	3	207
"Ecuador"	2019	11	4	215
"Ecuador"	2019	11	5	216
"Ecuador"	2019	11	6	210
"Ecuador"	2019	11	7	189
"Ecuador"	2019	11	8	209
"Ecuador"	2019	11	9	194
"Ecuador"	2019	11	10	199
"Ecuador"	2019	11	11	211
"Ecuador"	2019	11	12	184
"Ecuador"	2019	11	13	173
"Ecuador"	2019	11	14	196
"Ecuador"	2019	11	15	183
"Ecuador"	2019	11	16	208
"Ecuador"	2019	11	17	229
"Ecuador"	2019	11	18	208
"Ecuador"	2019	11	19	207
"Ecuador"	2019	11	20	217
"Ecuador"	2019	11	21	206
"Ecuador"	2019	11	22	215
"Ecuador"	2019	11	23	208
"Ecuador"	2019	11	24	180
"Ecuador"	2019	11	25	168
"Ecuador"	2019	11	26	198
"Ecuador"	2019	11	27	185
"Ecuador"	2019	11	28	204
"Ecuador"	2019	11	29	207
"Ecuador"	2019	11	30	187
"Ecuador"	2019	12	1	232
"Ecuador"	2019	12	2	189
"Ecuador"	2019	12	3	189
"Ecuador"	2019	12	4	198
"Ecuador"	2019	12	5	171
"Ecuador"	2019	12	6	202
"Ecuador"	2019	12	7	179
"Ecuador"	2019	12	8	222
"Ecuador"	2019	12	9	181
"Ecuador"	2019	12	10	211
"Ecuador"	2019	12	11	221
"Ecuador"	2019	12	12	223
"Ecuador"	2019	12	13	200
"Ecuador"	2019	12	14	213
"Ecuador"	2019	12	15	230
"Ecuador"	2019	12	16	186
"Ecuador"	2019	12	17	192
"Ecuador"	2019	12	18	219
"Ecuador"	2019	12	19	192
"Ecuador"	2019	12	20	166
"Ecuador"	2019	12	21	199
"Ecuador"	2019	12	22	205
"Ecuador"	2019	12	23	209
"Ecuador"	2019	12	24	175
"Ecuador"	2019	12	25	180
"Ecuador"	2019	12	26	184
"Ecuador"	2019	12	27	161
"Ecuador"	2019	12	28	108
"Ecuador"	2019	12	29	110
"Ecuador"	2019	12	30	113
"Ecuador"	2019	12	31	52
"Azuay"	2020	1	1	21
"Azuay"	2020	1	2	16
"Azuay"	2020	1	3	14
"Azuay"	2020	1	4	13
"Azuay"	2020	1	5	16
"Azuay"	2020	1	6	13
"Azuay"	2020	1	7	13
"Azuay"	2020	1	8	12
"Azuay"	2020	1	9	15
"Azuay"	2020	1	10	10
"Azuay"	2020	1	11	9
"Azuay"	2020	1	12	10
"Azuay"	2020	1	13	5
"Azuay"	2020	1	14	14
"Azuay"	2020	1	15	9
"Azuay"	2020	1	16	11
"Azuay"	2020	1	17	14
"Azuay"	2020	1	18	11
"Azuay"	2020	1	19	8
"Azuay"	2020	1	20	8
"Azuay"	2020	1	21	9
"Azuay"	2020	1	22	17
"Azuay"	2020	1	23	7
"Azuay"	2020	1	24	12
"Azuay"	2020	1	25	5
"Azuay"	2020	1	26	12
"Azuay"	2020	1	27	10
"Azuay"	2020	1	28	9
"Azuay"	2020	1	29	16
"Azuay"	2020	1	30	11
"Azuay"	2020	1	31	14
"Azuay"	2020	2	1	10
"Azuay"	2020	2	2	6
"Azuay"	2020	2	3	17
"Azuay"	2020	2	4	9
"Azuay"	2020	2	5	9
"Azuay"	2020	2	6	5
"Azuay"	2020	2	7	7
"Azuay"	2020	2	8	10
"Azuay"	2020	2	9	12
"Azuay"	2020	2	10	4
"Azuay"	2020	2	11	14
"Azuay"	2020	2	12	8
"Azuay"	2020	2	13	12
"Azuay"	2020	2	14	7
"Azuay"	2020	2	15	11
"Azuay"	2020	2	16	10
"Azuay"	2020	2	17	15
"Azuay"	2020	2	18	7
"Azuay"	2020	2	19	22
"Azuay"	2020	2	20	23
"Azuay"	2020	2	21	13
"Azuay"	2020	2	22	12
"Azuay"	2020	2	23	14
"Azuay"	2020	2	24	19
"Azuay"	2020	2	25	12
"Azuay"	2020	2	26	6
"Azuay"	2020	2	27	11
"Azuay"	2020	2	28	12
"Azuay"	2020	2	29	8
"Azuay"	2020	3	1	9
"Azuay"	2020	3	2	6
"Azuay"	2020	3	3	19
"Azuay"	2020	3	4	10
"Azuay"	2020	3	5	16
"Azuay"	2020	3	6	8
"Azuay"	2020	3	7	11
"Azuay"	2020	3	8	6
"Azuay"	2020	3	9	10
"Azuay"	2020	3	10	16
"Azuay"	2020	3	11	12
"Azuay"	2020	3	12	14
"Azuay"	2020	3	13	15
"Azuay"	2020	3	14	12
"Azuay"	2020	3	15	9
"Azuay"	2020	3	16	9
"Azuay"	2020	3	17	18
"Azuay"	2020	3	18	10
"Azuay"	2020	3	19	14
"Azuay"	2020	3	20	14
"Azuay"	2020	3	21	8
"Azuay"	2020	3	22	11
"Azuay"	2020	3	23	6
"Azuay"	2020	3	24	12
"Azuay"	2020	3	25	8
"Azuay"	2020	3	26	12
"Azuay"	2020	3	27	12
"Azuay"	2020	3	28	8
"Azuay"	2020	3	29	13
"Azuay"	2020	3	30	12
"Azuay"	2020	3	31	18
"Azuay"	2020	4	1	19
"Azuay"	2020	4	2	5
"Azuay"	2020	4	3	8
"Azuay"	2020	4	4	13
"Azuay"	2020	4	5	23
"Azuay"	2020	4	6	10
"Azuay"	2020	4	7	15
"Azuay"	2020	4	8	19
"Azuay"	2020	4	9	12
"Azuay"	2020	4	10	13
"Azuay"	2020	4	11	11
"Azuay"	2020	4	12	12
"Azuay"	2020	4	13	13
"Azuay"	2020	4	14	11
"Azuay"	2020	4	15	9
"Azuay"	2020	4	16	15
"Azuay"	2020	4	17	8
"Azuay"	2020	4	18	14
"Azuay"	2020	4	19	14
